route_id,direction_id,stop_id,headway_min
1,0,12595,32.0
1,0,12596,32.0
1,0,12597,32.0
1,0,12601,32.0
1,0,12602,32.0
1,0,12603,32.0
1,0,12604,32.0
1,0,12605,32.0
1,0,12606,32.0
1,0,12608,30.0
1,0,3304,32.0
1,0,3305,32.0
1,0,3306,32.0
1,0,3307,32.0
1,0,3308,32.0
1,0,3309,32.0
1,0,20817,30.0
1,0,21331,32.0
1,0,21337,32.0
1,0,21338,32.0
1,0,21339,30.0
1,0,21340,30.0
1,0,21341,30.0
1,0,21344,30.0
1,0,21345,30.0
1,0,21361,30.0
1,0,21681,30.0
1,0,22217,32.0
1,0,22240,32.0
1,0,22304,30.0
1,0,22313,33.0
11,0,5560,30.0
11,0,12626,30.0
11,0,15283,30.0
11,0,15284,30.0
11,0,15285,30.0
11,0,22893,30.0
11,0,174,30.0
11,0,175,30.0
11,0,180,30.0
11,0,213,30.0
11,0,214,30.0
11,0,215,30.0
11,0,625,30.0
11,0,626,30.0
11,0,627,30.0
11,0,833,30.0
11,0,834,30.0
11,0,835,30.0
11,0,836,30.0
11,0,837,30.0
11,0,839,30.0
11,0,840,30.0
11,0,853,30.0
11,0,873,30.0
11,0,875,30.0
11,0,944,30.0
11,0,959,30.0
11,0,960,30.0
11,0,961,30.0
11,0,963,30.0
11,0,964,30.0
11,0,965,30.0
11,0,966,30.0
11,0,967,30.0
11,0,968,30.0
11,0,969,30.0
11,0,970,30.0
11,0,971,30.0
11,0,972,30.0
11,0,973,30.0
11,0,976,30.0
11,0,977,30.0
11,0,978,30.0
11,0,979,30.0
11,0,980,30.0
11,0,981,30.0
11,0,983,30.0
11,0,984,30.0
11,0,985,30.0
11,0,986,30.0
11,0,1407,30.0
11,0,1408,30.0
11,0,16898,30.0
11,0,16899,30.0
11,0,18636,30.0
11,0,18643,30.0
11,0,2596,30.0
11,0,19329,30.0
11,0,19577,30.0
11,0,21329,30.0
11,0,21330,30.0
12,1,15352,30.0
12,1,15587,27.666666666666668
12,1,22671,30.0
12,1,22895,30.0
12,1,122,28.25
12,1,123,28.25
12,1,124,28.25
12,1,125,28.25
12,1,127,28.25
12,1,129,29.666666666666668
12,1,134,30.0
12,1,135,30.0
12,1,136,30.0
12,1,139,30.0
12,1,150,30.0
12,1,152,30.0
12,1,153,30.0
12,1,154,30.0
12,1,158,30.0
12,1,163,30.0
12,1,164,30.0
12,1,165,30.0
12,1,166,30.0
12,1,167,30.0
12,1,169,30.0
12,1,170,30.0
12,1,171,30.0
12,1,172,30.0
12,1,174,30.0
12,1,175,35.0
12,1,176,35.0
12,1,177,35.0
12,1,178,35.0
12,1,179,35.0
12,1,200,30.0
12,1,201,30.0
12,1,202,30.0
12,1,203,30.0
12,1,205,30.0
12,1,210,30.0
12,1,318,27.666666666666668
12,1,322,27.666666666666668
12,1,323,27.666666666666668
12,1,325,27.666666666666668
12,1,853,30.0
12,1,17340,30.0
12,1,17587,
12,1,18681,30.0
12,1,18682,30.0
12,1,18684,30.0
12,1,18685,30.0
12,1,18686,30.0
12,1,19843,30.0
12,1,19846,30.0
12,1,19910,30.0
12,1,20437,30.0
12,1,20727,28.25
12,1,20728,27.666666666666668
12,1,21213,30.0
12,1,21214,30.0
12,1,21387,30.0
12,1,21418,30.0
12,1,22320,27.666666666666668
12,0,15587,45.0
12,0,22671,45.0
12,0,22819,37.5
12,0,22896,37.5
12,0,179,35.0
12,0,180,35.0
12,0,210,45.0
12,0,213,35.0
12,0,214,35.0
12,0,215,35.0
12,0,216,35.0
12,0,217,35.0
12,0,219,35.0
12,0,220,37.5
12,0,221,37.5
12,0,222,37.5
12,0,224,37.5
12,0,225,37.5
12,0,226,37.5
12,0,227,37.5
12,0,228,37.5
12,0,229,37.5
12,0,232,37.5
12,0,234,37.5
12,0,236,37.5
12,0,237,37.5
12,0,239,37.5
12,0,240,37.5
12,0,243,37.5
12,0,244,37.5
12,0,246,37.5
12,0,248,37.5
12,0,249,37.5
12,0,258,45.0
12,0,263,45.0
12,0,289,37.5
12,0,291,37.5
12,0,292,37.5
12,0,293,37.5
12,0,318,45.0
12,0,331,45.0
12,0,333,45.0
12,0,334,45.0
12,0,17389,37.5
12,0,17587,37.5
12,0,18681,37.5
12,0,18689,37.5
12,0,18690,37.5
12,0,18691,37.5
12,0,2596,35.0
12,0,19843,45.0
12,0,20437,45.0
12,0,20727,45.0
12,0,20728,45.0
12,0,20830,37.5
12,0,21350,37.5
12,0,21423,45.0
12,0,21424,45.0
12,0,21426,45.0
12,0,21427,45.0
12,0,22320,45.0
13,1,15881,20.2
13,1,22635,20.4
13,1,22669,20.6
13,1,587,20.2
13,1,588,20.2
13,1,619,20.0
13,1,620,20.6
13,1,733,20.6
13,1,1013,20.6
13,1,1015,20.6
13,1,1016,20.6
13,1,1018,20.6
13,1,1019,20.6
13,1,1271,20.6
13,1,1301,20.6
13,1,1302,20.6
13,1,1303,20.6
13,1,1304,20.6
13,1,1306,20.6
13,1,1309,20.6
13,1,1310,20.6
13,1,1311,20.6
13,1,1312,20.6
13,1,1313,20.6
13,1,1314,20.6
13,1,1317,20.6
13,1,1395,20.2
13,1,1518,20.6
13,1,1519,20.6
13,1,16261,20.6
13,1,16529,20.0
13,1,16695,20.6
13,1,17552,20.2
13,1,18312,20.2
13,1,1549,20.2
13,1,1550,20.2
13,1,1551,20.2
13,1,1553,20.2
13,1,1554,20.2
13,1,1556,20.2
13,1,1557,20.2
13,1,1847,20.4
13,1,1848,20.5
13,1,1850,20.5
13,1,1929,20.4
13,1,1931,20.4
13,1,1932,20.4
13,1,1933,20.4
13,1,1934,20.4
13,1,1935,20.4
13,1,1936,20.4
13,1,1938,20.4
13,1,1939,20.2
13,1,1940,20.2
13,1,19557,20.5
13,1,19558,20.4
13,1,19746,20.6
13,1,19748,20.6
13,1,19749,20.6
13,1,19855,20.4
13,1,20182,20.0
13,1,3167,20.0
13,1,3234,20.2
13,1,3235,20.2
13,1,3236,20.2
13,1,3237,20.2
13,1,3238,20.2
13,1,21329,20.2
13,1,21330,20.0
13,1,21431,20.6
13,1,21433,20.2
13,1,21434,20.2
13,1,22266,20.4
13,0,22625,20.0
13,0,22636,20.0
13,0,22670,20.0
13,0,22894,20.0
13,0,214,20.0
13,0,215,20.0
13,0,617,19.75
13,0,618,19.75
13,0,619,19.75
13,0,620,19.75
13,0,623,20.0
13,0,624,20.0
13,0,1007,20.0
13,0,1008,20.0
13,0,1009,20.0
13,0,1010,20.0
13,0,1011,19.75
13,0,1273,20.0
13,0,1274,20.0
13,0,1275,20.0
13,0,1277,20.0
13,0,1278,20.0
13,0,1279,20.0
13,0,1280,20.0
13,0,1281,20.0
13,0,1288,20.0
13,0,1289,20.0
13,0,1290,20.0
13,0,1291,20.0
13,0,1419,20.0
13,0,16529,19.75
13,0,1587,20.0
13,0,1589,20.0
13,0,1590,20.0
13,0,1591,20.0
13,0,1592,20.0
13,0,1593,20.0
13,0,1624,20.0
13,0,1625,20.0
13,0,1626,20.0
13,0,1628,20.0
13,0,1880,20.0
13,0,1882,20.0
13,0,1883,20.0
13,0,1884,20.0
13,0,1939,20.0
13,0,1940,20.0
13,0,1945,20.0
13,0,1949,20.0
13,0,1950,20.0
13,0,1952,20.0
13,0,1953,20.0
13,0,1954,20.0
13,0,19514,20.0
13,0,19563,20.0
13,0,19564,20.0
13,0,19752,20.0
13,0,19753,20.0
13,0,19754,20.0
13,0,19755,20.0
13,0,20182,20.0
13,0,3162,20.0
13,0,3163,20.0
13,0,3164,20.0
13,0,3165,20.0
13,0,3166,20.0
13,0,3167,19.75
13,0,21433,20.0
13,0,21442,20.0
13,0,21443,20.0
13,0,21444,20.0
13,0,22300,20.0
14,1,16051,32.0
14,1,22626,30.666666666666668
14,1,1332,31.666666666666668
14,1,1334,31.666666666666668
14,1,1335,31.666666666666668
14,1,1337,31.666666666666668
14,1,1338,31.666666666666668
14,1,1340,31.666666666666668
14,1,1341,31.666666666666668
14,1,1342,31.666666666666668
14,1,1343,31.666666666666668
14,1,1344,31.666666666666668
14,1,1345,31.666666666666668
14,1,1346,31.666666666666668
14,1,1347,31.666666666666668
14,1,1348,31.666666666666668
14,1,1349,31.666666666666668
14,1,1350,30.0
14,1,1351,30.0
14,1,1353,30.0
14,1,1354,30.0
14,1,1355,30.0
14,1,1357,30.0
14,1,1358,30.0
14,1,1359,30.0
14,1,1361,30.0
14,1,1363,30.0
14,1,1364,30.0
14,1,1365,30.0
14,1,1366,30.0
14,1,1368,30.0
14,1,1370,30.0
14,1,1371,30.0
14,1,1373,31.666666666666668
14,1,1376,31.666666666666668
14,1,1377,31.666666666666668
14,1,1378,31.666666666666668
14,1,1379,31.666666666666668
14,1,1380,31.666666666666668
14,1,1381,31.666666666666668
14,1,1382,31.666666666666668
14,1,1383,31.666666666666668
14,1,1384,31.666666666666668
14,1,1385,31.666666666666668
14,1,1386,31.666666666666668
14,1,1387,31.666666666666668
14,1,1388,31.666666666666668
14,1,1389,31.666666666666668
14,1,1390,31.666666666666668
14,1,1391,31.666666666666668
14,1,1392,31.333333333333332
14,1,1395,30.666666666666668
14,1,1397,31.0
14,1,1398,31.0
14,1,1400,31.0
14,1,18279,31.666666666666668
14,1,18280,31.666666666666668
14,1,18281,31.666666666666668
14,1,18283,30.0
14,1,18284,30.0
14,1,18285,30.0
14,1,18286,31.5
14,1,18287,30.0
14,1,18288,31.333333333333332
14,1,19883,30.0
14,1,20381,30.333333333333332
14,1,20390,30.333333333333332
14,1,20832,31.666666666666668
14,1,20836,30.0
14,0,16051,30.0
14,0,16086,30.0
14,0,22817,30.0
14,0,1413,30.0
14,0,1414,30.0
14,0,1415,30.0
14,0,1416,30.0
14,0,1418,30.0
14,0,1419,30.0
14,0,1421,30.0
14,0,1422,30.0
14,0,1424,30.0
14,0,1425,30.0
14,0,1427,30.0
14,0,1429,30.0
14,0,1430,30.0
14,0,1431,30.0
14,0,1432,30.0
14,0,1433,30.0
14,0,1434,30.0
14,0,1435,30.0
14,0,1436,30.0
14,0,1438,30.0
14,0,1439,30.0
14,0,1440,30.0
14,0,1441,30.0
14,0,1444,30.0
14,0,1446,30.0
14,0,1447,30.0
14,0,1449,30.0
14,0,1452,30.0
14,0,1453,30.0
14,0,1455,30.0
14,0,1456,30.0
14,0,1457,30.0
14,0,1458,30.0
14,0,1459,30.0
14,0,1460,30.0
14,0,1462,30.0
14,0,1463,30.0
14,0,1464,30.0
14,0,1465,30.0
14,0,1466,30.0
14,0,1468,30.0
14,0,1469,30.0
14,0,1471,30.0
14,0,1472,30.0
14,0,1473,30.0
14,0,1474,30.0
14,0,1475,30.0
14,0,1476,30.0
14,0,1477,30.0
14,0,1478,30.0
14,0,1479,30.0
14,0,1480,30.0
14,0,1481,30.0
14,0,1483,30.0
14,0,1484,30.0
14,0,1487,30.0
14,0,1488,30.0
14,0,1489,30.0
14,0,16963,30.0
14,0,18289,30.0
14,0,18291,30.0
14,0,18292,30.0
14,0,18293,30.0
14,0,18294,30.0
14,0,18296,30.0
14,0,18298,30.0
14,0,19883,30.0
14,0,20837,30.0
15,1,5560,25.0
15,1,12626,24.666666666666668
15,1,15283,24.75
15,1,15284,24.75
15,1,15285,25.0
15,1,174,24.333333333333332
15,1,175,24.333333333333332
15,1,625,24.0
15,1,626,24.0
15,1,627,24.0
15,1,853,24.333333333333332
15,1,959,25.5
15,1,960,25.5
15,1,961,25.5
15,1,981,25.5
15,1,17552,25.5
15,1,1549,25.5
15,1,1550,25.75
15,1,1551,25.75
15,1,1553,25.75
15,1,1554,25.75
15,1,1556,24.0
15,1,1557,24.0
15,1,1768,25.666666666666668
15,1,1769,25.666666666666668
15,1,1770,25.666666666666668
15,1,1771,25.666666666666668
15,1,1772,25.5
15,1,1773,25.5
15,1,1774,25.5
15,1,1775,25.5
15,1,1776,25.5
15,1,1777,25.5
15,1,1778,25.5
15,1,1780,25.5
15,1,1781,25.5
15,1,1782,25.5
15,1,1783,25.5
15,1,1784,25.5
15,1,1785,25.5
15,1,1786,25.5
15,1,1787,25.5
15,1,1788,25.5
15,1,1789,25.5
15,1,1790,25.5
15,1,1792,25.5
15,1,21329,24.333333333333332
15,1,21330,24.333333333333332
15,0,22894,25.0
15,0,214,25.0
15,0,215,25.0
15,0,944,25.0
15,0,1407,25.0
15,0,1408,25.0
15,0,18636,25.0
15,0,1587,25.0
15,0,1589,25.0
15,0,1590,25.0
15,0,1591,25.0
15,0,1592,25.0
15,0,1593,25.0
15,0,1594,25.0
15,0,1768,25.0
15,0,1797,25.0
15,0,1798,25.0
15,0,1806,25.0
15,0,1807,25.0
15,0,1809,25.0
15,0,1810,25.0
15,0,1811,25.0
15,0,1812,25.0
15,0,1813,25.0
15,0,1814,25.0
15,0,1815,25.0
15,0,1816,25.0
15,0,1817,25.0
15,0,1819,25.0
15,0,1820,25.0
15,0,1821,25.0
15,0,1823,25.0
15,0,1824,25.0
15,0,1825,25.0
15,0,1826,25.0
15,0,1827,25.0
15,0,1828,25.0
15,0,2596,25.0
15,0,19329,25.0
15,0,19514,25.0
15,0,19857,25.0
15,0,20826,25.0
15,0,22287,25.0
15,0,22300,25.0
16,1,15881,15.0
16,1,587,15.0
16,1,588,15.0
16,1,1258,17.5
16,1,1259,17.5
16,1,1260,17.5
16,1,1262,17.5
16,1,1264,17.5
16,1,1267,17.5
16,1,1269,17.5
16,1,1271,17.5
16,1,1518,17.5
16,1,1519,17.333333333333332
16,1,1522,17.333333333333332
16,1,1524,17.333333333333332
16,1,1525,17.333333333333332
16,1,1526,17.333333333333332
16,1,1528,16.857142857142858
16,1,16261,17.333333333333332
16,1,16695,17.5
16,1,17552,15.0
16,1,18305,17.5
16,1,18307,17.333333333333332
16,1,18308,15.166666666666666
16,1,18312,15.0
16,1,1529,16.714285714285715
16,1,1530,16.714285714285715
16,1,1532,16.714285714285715
16,1,1534,15.333333333333334
16,1,1535,15.333333333333334
16,1,1536,15.333333333333334
16,1,1537,15.333333333333334
16,1,1539,15.166666666666666
16,1,1540,15.166666666666666
16,1,1543,15.166666666666666
16,1,1546,15.166666666666666
16,1,1547,15.0
16,1,1549,15.0
16,1,1550,15.0
16,1,1551,15.0
16,1,1553,15.0
16,1,1554,15.0
16,1,1556,15.0
16,1,1557,15.0
16,1,19746,17.5
16,1,19912,17.5
16,1,20182,15.0
16,1,21329,15.0
16,1,21330,15.0
16,0,22894,15.0
16,0,214,15.0
16,0,215,15.0
16,0,623,15.0
16,0,624,15.0
16,0,1258,15.0
16,0,1319,15.0
16,0,1320,15.0
16,0,1321,15.0
16,0,1324,15.0
16,0,1325,15.0
16,0,1326,15.0
16,0,16881,15.0
16,0,16882,15.0
16,0,18317,15.0
16,0,18318,15.0
16,0,18320,15.0
16,0,1587,15.0
16,0,1589,15.0
16,0,1590,15.0
16,0,1591,15.0
16,0,1592,15.0
16,0,1593,15.0
16,0,1594,15.0
16,0,1596,15.0
16,0,1599,15.0
16,0,1601,15.0
16,0,1602,15.0
16,0,1603,15.0
16,0,1605,15.0
16,0,1606,15.0
16,0,1607,15.0
16,0,1608,15.0
16,0,1610,15.0
16,0,1613,15.0
16,0,1615,15.0
16,0,1616,15.0
16,0,1618,15.0
16,0,1619,15.0
16,0,1624,15.0
16,0,1625,15.0
16,0,1626,15.0
16,0,1628,15.0
16,0,1630,15.0
16,0,19514,15.0
16,0,20182,15.0
16,0,20479,15.0
16,0,22300,15.0
17,1,15952,30.0
17,1,22825,30.0
17,1,174,30.0
17,1,175,30.0
17,1,572,30.0
17,1,573,30.0
17,1,574,30.0
17,1,625,30.0
17,1,626,30.0
17,1,627,30.0
17,1,798,30.0
17,1,799,30.0
17,1,802,30.0
17,1,803,30.0
17,1,853,30.0
17,1,860,30.0
17,1,1525,30.0
17,1,1526,30.0
17,1,1528,30.0
17,1,18308,30.0
17,1,1529,30.0
17,1,1540,30.0
17,1,1553,30.0
17,1,1554,30.0
17,1,1556,30.0
17,1,1557,30.0
17,1,1705,30.0
17,1,1706,30.0
17,1,1707,30.0
17,1,1708,30.0
17,1,1709,30.0
17,1,1710,30.0
17,1,1717,30.0
17,1,1719,30.0
17,1,1720,30.0
17,1,1721,30.0
17,1,1854,30.0
17,1,1855,30.0
17,1,1857,30.0
17,1,1858,30.0
17,1,1861,30.0
17,1,1862,30.0
17,1,1863,30.0
17,1,1864,30.0
17,1,1911,30.0
17,1,1975,30.0
17,1,19349,30.0
17,1,19350,30.0
17,1,19351,30.0
17,1,19825,30.0
17,1,20182,30.0
17,1,21329,30.0
17,1,21330,30.0
17,0,16086,30.0
17,0,22894,30.0
17,0,22903,30.0
17,0,214,30.0
17,0,215,30.0
17,0,639,30.0
17,0,858,30.0
17,0,859,30.0
17,0,913,30.0
17,0,916,30.0
17,0,917,30.0
17,0,919,30.0
17,0,920,30.0
17,0,944,30.0
17,0,1418,30.0
17,0,18636,30.333333333333332
17,0,1587,30.333333333333332
17,0,1589,30.333333333333332
17,0,1590,30.333333333333332
17,0,1602,30.0
17,0,1615,30.0
17,0,1616,30.0
17,0,1618,30.0
17,0,1619,30.0
17,0,1620,30.0
17,0,1727,30.0
17,0,1728,30.0
17,0,1729,30.0
17,0,1730,30.0
17,0,1731,30.0
17,0,1866,30.0
17,0,1867,30.0
17,0,1868,30.0
17,0,1869,30.0
17,0,1870,30.0
17,0,1871,30.0
17,0,1872,30.0
17,0,1873,30.0
17,0,1875,30.0
17,0,1876,30.0
17,0,1913,30.0
17,0,1914,30.0
17,0,1915,30.0
17,0,2596,30.0
17,0,19329,30.0
17,0,19353,30.0
17,0,19354,30.0
17,0,19514,30.0
17,0,19825,30.0
17,0,20182,30.0
17,0,22300,30.0
18,1,5,40.0
18,1,6,40.0
18,1,7,40.0
18,1,8,40.0
18,1,18275,40.0
18,1,1702,40.0
18,1,1704,40.0
18,1,1705,40.0
18,1,1706,40.0
18,1,1707,40.0
18,1,1708,40.0
18,1,1709,40.0
18,1,1710,40.0
18,1,1719,40.0
18,1,1720,40.0
18,1,1721,40.0
18,1,1722,40.0
18,1,1723,40.0
18,1,19884,40.0
18,1,20381,40.0
18,0,16086,40.0
18,0,22823,40.0
18,0,56,40.0
18,0,57,40.0
18,0,59,40.0
18,0,60,40.0
18,0,1418,40.0
18,0,18276,40.0
18,0,18289,40.0
18,0,1702,40.0
18,0,1704,40.0
18,0,1725,40.0
18,0,1726,40.0
18,0,1727,40.0
18,0,1728,40.0
18,0,1729,40.0
18,0,1730,40.0
18,0,1731,40.0
18,0,1733,40.0
18,0,1735,40.0
18,0,1737,40.0
18,0,1738,40.0
18,0,1739,40.0
18,0,1740,40.0
18,0,1742,40.0
18,0,19884,40.0
18,0,20390,40.0
19L,1,5564,30.0
19L,1,15946,30.0
19L,1,22720,29.666666666666668
19L,1,22721,29.666666666666668
19L,1,22722,29.666666666666668
19L,1,22723,29.666666666666668
19L,1,22724,29.666666666666668
19L,1,22725,29.666666666666668
19L,1,22726,29.666666666666668
19L,1,22727,29.666666666666668
19L,1,22728,29.666666666666668
19L,1,1259,29.666666666666668
19L,1,1260,29.666666666666668
19L,1,1262,29.75
19L,1,1264,29.666666666666668
19L,1,1267,29.666666666666668
19L,1,1269,29.666666666666668
19L,1,1271,29.666666666666668
19L,1,1502,30.0
19L,1,1518,29.666666666666668
19L,1,1519,29.666666666666668
19L,1,16680,29.666666666666668
19L,1,16695,29.666666666666668
19L,1,18288,29.666666666666668
19L,1,18305,29.666666666666668
19L,1,1577,29.666666666666668
19L,1,1578,29.666666666666668
19L,1,1579,29.666666666666668
19L,1,1580,29.666666666666668
19L,1,1581,29.666666666666668
19L,1,1582,29.666666666666668
19L,1,1658,29.666666666666668
19L,1,1659,29.666666666666668
19L,1,1660,29.666666666666668
19L,1,1664,30.0
19L,1,19746,29.666666666666668
19L,1,19912,29.666666666666668
19L,1,20287,30.0
19L,1,20856,30.0
19L,0,15287,
19L,0,22729,
19L,0,22730,
19L,0,22731,
19L,0,22732,
19L,0,22733,
19L,0,22734,
19L,0,22735,
19L,0,1319,
19L,0,1320,
19L,0,1321,
19L,0,1324,
19L,0,1325,
19L,0,1326,
19L,0,1407,
19L,0,1421,
19L,0,1422,
19L,0,7874,
19L,0,7875,
19L,0,18291,
19L,0,18318,
19L,0,18320,
19L,0,1626,
19L,0,1628,
19L,0,1630,
19L,0,1632,
19L,0,1633,
19L,0,1634,
19L,0,1635,
19L,0,1637,
19L,0,1646,
19L,0,1647,
19L,0,1648,
19L,0,1649,
19L,0,1668,
19L,0,1669,
19L,0,1670,
19L,0,1671,
19L,0,1672,
19L,0,19514,
19L,0,20479,
19L,0,20684,
19L,0,20934,
19L,0,21037,
19L,0,21038,
2,1,12989,32.0
2,1,15548,35.333333333333336
2,1,15549,34.5
2,1,22621,34.5
2,1,22630,31.5
2,1,22751,31.0
2,1,22752,31.5
2,1,22819,34.0
2,1,22896,34.0
2,1,175,30.333333333333332
2,1,176,30.0
2,1,177,30.0
2,1,178,30.0
2,1,179,30.0
2,1,243,34.0
2,1,244,34.0
2,1,246,34.0
2,1,248,34.0
2,1,249,34.0
2,1,289,34.0
2,1,291,34.0
2,1,292,34.0
2,1,293,34.0
2,1,458,34.5
2,1,704,34.5
2,1,705,34.5
2,1,706,34.5
2,1,1135,31.5
2,1,1136,31.5
2,1,1137,31.5
2,1,1138,31.5
2,1,1140,31.0
2,1,1141,31.0
2,1,1142,31.0
2,1,1144,31.0
2,1,1145,31.0
2,1,1146,31.0
2,1,16484,32.0
2,1,17587,
2,1,18354,30.333333333333332
2,1,18691,34.0
2,1,1997,30.333333333333332
2,1,1998,30.333333333333332
2,1,2064,32.0
2,1,19527,35.0
2,1,19531,32.0
2,1,20781,30.666666666666668
2,1,3332,35.333333333333336
2,1,3333,35.333333333333336
2,1,3334,35.333333333333336
2,1,3335,35.333333333333336
2,1,3336,35.333333333333336
2,1,3337,35.333333333333336
2,1,3338,35.333333333333336
2,1,3340,35.0
2,1,3341,35.0
2,1,3342,35.0
2,1,3343,35.0
2,1,3344,35.0
2,1,3345,35.0
2,1,3346,35.0
2,1,3347,35.0
2,1,3348,35.0
2,1,3351,35.0
2,1,3353,35.0
2,1,3354,35.0
2,1,3355,35.0
2,1,3357,35.0
2,1,3358,35.0
2,1,3359,32.5
2,1,3360,32.0
2,1,3362,32.0
2,1,3363,32.0
2,1,3366,32.0
2,1,3367,32.0
2,1,3368,32.0
2,1,3369,32.0
2,1,3370,32.0
2,1,3371,32.0
2,1,3374,34.5
2,1,3375,34.5
2,1,3377,34.666666666666664
2,1,3378,35.0
2,1,3379,35.333333333333336
2,1,3380,35.333333333333336
2,1,3381,35.333333333333336
2,1,3382,35.333333333333336
2,1,3383,35.333333333333336
2,1,3384,35.333333333333336
2,1,3414,32.0
2,1,20830,34.0
2,1,20941,32.0
2,1,21346,34.666666666666664
2,1,21347,34.666666666666664
2,1,21348,34.666666666666664
2,1,21349,34.0
2,1,21350,34.0
2,1,21355,34.5
2,1,21356,34.5
2,1,21357,34.5
2,0,12760,30.0
2,0,13023,30.0
2,0,22395,30.0
2,0,22895,33.0
2,0,134,33.333333333333336
2,0,135,33.333333333333336
2,0,136,33.333333333333336
2,0,139,33.666666666666664
2,0,179,45.0
